Domain	Source Sentence	Reference Translation	Google Translate	Yandex Translate
news	ሞጋች-ቀጥታ-የውይይት-መድረክ-እሁድ ሀምሌ 16--2009-ዓ-ም	Mogach- Live - simulation stage - Sunday 10-16 -2009 E.C	Monk: live-chat-forum: Sunday, July 16- 2009.	Moment-to-discussion-forum-2009 16 latter country denied them entry--Sunday-in-what
news	የኢትዮጵያ ብሔራዊ ቡድን በቡሩንዲ 4 ለ1 ተሸነፈ	The national team of Ethiopia lost 4-1 to Burundi	Ethiopia National Team defeats Burundi 4-1	1 4 the national group to increase climate resilience of the past four
news	የሶማሌ ክልልን የህዝብ ተጠቃሚነት ለማሳደግ የተሻለ ዝግጅት ተደርጓል—የክልሉ ምክትል ርዕሰ-መስተዳድር	Improved preparations were made to increase the benefits of the people of the Somalia region- The Regional Deputy Administrator.	Better arrangements have been made to promote the public interest of the Somali region - the deputy head of the region	Some of the best in Africa. enhance public user—the principal, the vice-government
news	የኢትዮጵያውያን አሠልጣኞች ችሎታ በጣም ዝቅተኛ መሆን	Ethiopian coaches skill being very low	To be too low for the ability of Ethiopian coaches	Michael isethionate ability to be the low development of the
news	መቶ በመቶ ትምባሆ የማይጨስባቸው ሆቴሎች ዕውቅና ተሰጣቸው	100% smoking-prohibited hotels were given recognition	Hundreds of non-smoking hotels were recognized	Hotels የማይጨስባቸው hundred percent of the tobacco market
news	ባንኩ በተለያዩ ሀገራት ቅርንጫፎቹን ለመክፈት መዘጋጀቱን ገለጸ	The bank stated that preparations are being made to open branches in different parts of the country.	He said the bank is ready to open its branches in different countries	The bank said to pay the mortgages to the Chinese in different countries
news	አቶ አለባቸው ንጉሴ የምስራቅ አፍሪካ አትሌቲክስ ማህበር ፕሬዚዳንት ሆነው ተሾሙ	Mr. Alebachew Nigusse was appointed as the east African athletics association president	Ato Nigeri was appointed president of the East African Athletics Association	Must be nice in the eastern Africa and the president of the athletic BitComet
news	ሜቴክና ጥረት ለዲጂታል ቴሌቪዥን ማሠራጫ ቴክኖሎጂ እንዲያመርቱ ተመረጡ	METEC and Tiret were selected to manufacture digital and television transmitter technology	MET and effort were selected to produce technology for digital television broadcasting	If you choose the mistaken Matraca TV anime digital technology
news	ዓለም የቱሪዝም ቀን በደቡብ ክልል በሆሳዕና ከተማ ተከበረ	World tourism day was celebrated in Hosa’ena city of the Southern region	World Tourism Day is celebrated in the southern city of Hosanna	World Tourism Day in the city of Jehoshaphat the tectures
news	የብዙነሽ በቀለ ዘፈኖች እንደገና ተሰርተው ቀረቡ	Bizunesh bekele's songs were remade to put on sale	Multiple Chorus songs were re-worked	Again the artist uses in the region in the
news	ጎግል የአንድሮይድን የቫይረስ ተጋላጭነት ቀድመው ለሚለዩ የመረጃ ጠላፊዎች 200 ሺህ ዶላር ሊሸልም ነው	Google is going to award 200 thousand dollars for hackers who are able to anticipate Android's vulnerability to virus	Google is poised to reward $ 200,000 for hackers who identify Android virus vulnerability early	You and your Google Android telephone information totalmente virus is likely 200 thousand dollars of smile
news	ሞጋች ቀጥታ የውይይት መድረክ እሁድ መጋቢት 11 2008 ዓ.ም::	Mogach, live dialogue stage, Sunday 07 11,2008 E.C.	Mogat Live Chat on Sunday 11 March 2008	The moment discussion forum on Sunday, March 11 in 2008.What::
news	ቤተክርስቲያኗ የኢትዮጵያና የሩስያን ግንኙት ለማጠናከር እንደምትሰራ ገለፀች	The church stated that it will work to strengthen Ethiopian-Russian ties	She said the Church is working to strengthen the ties between Ethiopia and Russia	The church meant an attempt to strengthen the glass produces safe for market
news	የተባበሩት ዓረብ ኢምሬትስ ባለሃብቶች በኢትዮጵያ በተመረጡ የቱሪዝም መስኮች ሊሰማሩ ነው	The wealthy people of the United Arab Emirates are going to invest on Ethiopian selected tourism fields.	United Arab Emirates investors to invest in selected tourism sector in Ethiopia	The United Arabian Emirates Ethiopia Ethiopia tourism areas of the selected linear
news	'አይስታንድ ዊዝ አዲስ' እንቅስቃሴ	"I stand with Addis" movement	The ‘Istwitz New’ movement	'This new ITAD' activity
news	አዲሱ አይፎን 8 የፊት ገጽታን የሚለይ ቴክኖሎጅ ይኖረዋል	The new iphone 8 will have face recognition technology	The new iPhone 8 will have a technology that recognizes the facial features	Gotta have the new iPhone technologies, especially in the front 8
news	የዓለም ዋንጫን ለመጀመሪያ ጊዜ ሶስት ሀገራት በጋራ ለማዘጋጀት ጥያቄ አቀረቡ	For the first time, 3 countries asked to host the world cup together	For the first time ever, three countries have proposed to co-sponsor the World Cup	Africa Cup of nations for the first time in the world to prepare the third question in the countries
news	ባለሃብቶች ከሰባት ቢሊዮን ዶላር በላይ በማውጣት በመንገድና በኃይል ልማት ዘርፍ ይሰማራሉ – ጠ/ሚ አብይ...	By spending 7 billions dollars the wealthy will be deployed to invest on road and power infrastructures,- Prime Minister Abiy	Investors spend over seven billion dollars on road and energy development sector	The Ethiopia seven billion dollars in development and enough power isamaru – the/in the father...
news	መድሃኒት የሚቋቋሙ ባክቴሪያዎች ከ2050 በኋላ በየሶስት ሰከንዱ አንድ ሰው እንደሚገድሉ አለም አቀፍ ጥናት አመለከተ	A global study showed that from 2050 onwards, medicine resisting bacterias will kill one person every three second	An international study has reported that drug-resistant bacteria will kill one every three seconds after 2050	Seconds after 2050 bacterias pharmacy በተቋቋሙ endemically diasporas who study international development to take place of a person
news	የቢግ ሳም ስንብትና ያስነሳው ውዝግብ	Big Sam's departure and the dilemma it instigated	Big Sam&#39;s farewell and his controversy	File this week that Sentra
news	የፍቼ ጫምባላላ ስርዓት በመጤ ባህል እንዳይበረዝ መጠበቅ እንደሚገባ ተመለከተ	Fiche Chambalala's tradition must be protected not to be diluted by alien practices	He observed that the divorce codeblade system should be protected from migrant culture	It's been Culture system before and Kampala saw in the Enquirer
news	ሰማያዊ ፓርቲ ኢሕአዴግንና ምርጫ ቦርድን ወቀሰ	Semayawi (Blue)party blamed EPRDF and the Electoral Board	The Blue Party criticized the EPRDF and the Election Board	The board and the EPRDF's were heavenly
news	ህዝቡ አንዱ በሌላው ላይ እንዲነሳ ለማድረግ እየተፈፀሙ ያሉ ሴራዎችን መታገል አለበት – የኦሮሚያ ክልል...	The people must fight against people who plot hate one upon another- The Oromia region	The people have to fight the plot to get one against the other - the Oromia region ...	It is one item to do the Endesa manager must be in season – in the...
news	ሽሽትን እንደ መፍትሔ	Fleeing as a solution	Escape as a solution	As a setting solution
news	በሚሊየን የሚቆጠሩ የትዊተር ተጠቃሚዎች የይለፍ ቃል መጠለፉ ተነገረ	Leaked information shows Millions of twitter users password has been hacked.	Millions of Twitter users are said to be hacking the password	Password of the users smiling uncircumcised also contact us on Twitter
news	ሐበሻ ሲሚንቶ 49 ሚሊዮን ዶላር ያወጣባቸው ማሽኖች ይገባሉ	machines that Habesha cement paid 49 million dollars for will be coming in.	Habesha Cement will be worth $ 49 million	Nathan said that the USD 49 million cement machinery paetau
news	“ሽብልቅ” እና “ሲቫና” ለንባብ በቁ	"shebelik" and "sivana"	“Scroll” and “Sivana” are used in vv	“Able” and “seven” into ROM
news	አዲሱ አሰልጣኝ ዋልያዎቹን ለአፍሪካ ዋንጫ ሩብ ፍጻሜ ለማድረስ ይሰራሉ	the new coach will work to take the walyas to the quarterfinals of the african cup of nations.	The new coach will work to bring the wolves to the quarterfinals of the Africa Cup of Nations	Africa Africa Cup of nations to the end of Walton state in the new quarter of management to the delivery of
